Manufacturer,Model,Engine size,Fuel type,Price
VW,Passat,2.0,Diesel,1083
Toyota,Yaris,1.0,Hybrid,6814
VW,Passat,1.8,Diesel,741
VW,Passat,1.6,Diesel,21984
VW,Passat,1.8,Diesel,1403
Ford,Fiesta,1.4,Petrol,10941
Ford,Fiesta,1.4,Diesel,6529
Toyota,Yaris,1.2,Petrol,23751
Ford,Focus,1.0,Petrol,33498
Toyota,Yaris,1.2,Petrol,15288
BMW,M5,4.0,Petrol,56325
Toyota,RAV4,1.8,Petrol,3004
Toyota,Prius,1.4,Hybrid,32624
Toyota,Prius,1.8,Hybrid,29710
Ford,Fiesta,1.4,Petrol,18499
Toyota,RAV4,1.8,Hybrid,50796
Ford,Focus,2.0,Petrol,24566
VW,Golf,1.8,Petrol,3531
BMW,Z4,2.0,Petrol,6547
VW,Passat,2.0,Diesel,4452
Ford,Fiesta,1.4,Petrol,2451
Porsche,718 Cayman,4.0,Petrol,36776
Ford,Focus,1.4,Petrol,797
Toyota,Prius,1.0,Hybrid,4376
VW,Golf,1.8,Petrol,23577
Porsche,Cayenne,4.0,Diesel,3138
VW,Polo,1.2,Petrol,25528
VW,Polo,1.4,Petrol,1630
Ford,Mondeo,1.4,Diesel,20261
Porsche,718 Cayman,4.0,Petrol,12549
Ford,Fiesta,1.4,Petrol,1911
Toyota,Yaris,1.0,Petrol,6427
VW,Polo,1.6,Petrol,12406
VW,Polo,1.4,Petrol,4914
BMW,M5,4.0,Petrol,9547
Ford,Mondeo,1.4,Diesel,8388
Ford,Focus,1.0,Diesel,1423
VW,Passat,1.4,Diesel,45914
Porsche,911,2.2,Petrol,88091
Toyota,Prius,1.4,Hybrid,17349
VW,Passat,1.6,Diesel,8880
Toyota,Prius,1.8,Hybrid,17004
VW,Polo,1.0,Diesel,17530
Ford,Fiesta,1.0,Hybrid,1246
Toyota,Prius,1.4,Hybrid,13529
VW,Golf,1.6,Petrol,5711
VW,Golf,1.6,Petrol,14800
VW,Polo,1.6,Petrol,21389
Toyota,Prius,1.8,Hybrid,3000
VW,Passat,1.6,Diesel,3739
Ford,Fiesta,1.0,Petrol,1388
Ford,Mondeo,1.4,Petrol,26984
Ford,Focus,2.0,Diesel,9504
Ford,Focus,1.8,Diesel,10823
Porsche,718 Cayman,2.0,Petrol,2377
VW,Golf,1.4,Petrol,6940
Toyota,RAV4,2.2,Hybrid,9333
VW,Polo,1.2,Petrol,23938
Ford,Fiesta,1.0,Petrol,5561
Toyota,RAV4,2.4,Hybrid,12401
VW,Golf,1.6,Diesel,690
Toyota,RAV4,2.0,Hybrid,7450
Porsche,911,2.2,Petrol,3712
Ford,Focus,1.6,Petrol,1488
Ford,Focus,1.4,Petrol,17734
Ford,Fiesta,1.0,Petrol,1004
VW,Golf,1.6,Petrol,501
Toyota,RAV4,2.0,Hybrid,43548
Ford,Focus,2.0,Petrol,8748
Ford,Mondeo,1.8,Diesel,24417
Ford,Mondeo,1.6,Diesel,27230
Ford,Fiesta,1.0,Petrol,17249
Ford,Focus,2.0,Petrol,1714
BMW,X3,2.4,Diesel,23342
VW,Golf,2.0,Diesel,894
Porsche,Cayenne,3.0,Petrol,79455
Toyota,RAV4,2.2,Hybrid,8706
Toyota,RAV4,2.2,Petrol,23789
Toyota,Yaris,1.0,Petrol,18153
VW,Passat,2.0,Diesel,2381
Ford,Mondeo,1.6,Diesel,40283
VW,Passat,2.0,Petrol,4243
VW,Polo,1.4,Petrol,7625
Ford,Focus,1.6,Diesel,5119
Ford,Fiesta,1.2,Petrol,3822
Ford,Fiesta,1.0,Petrol,1361
Ford,Focus,1.8,Petrol,39594
VW,Polo,1.2,Petrol,24116
Ford,Mondeo,1.6,Diesel,16988
Ford,Mondeo,1.4,Petrol,15765
Toyota,Yaris,1.2,Petrol,4592
Toyota,RAV4,2.0,Hybrid,39970
BMW,X3,3.0,Petrol,1728
VW,Polo,1.2,Petrol,1353
Ford,Fiesta,1.4,Petrol,1723
VW,Passat,1.6,Diesel,2049
VW,Polo,1.6,Diesel,13309
Ford,Fiesta,1.2,Petrol,852
Toyota,Yaris,1.0,Petrol,4468
Ford,Focus,1.0,Hybrid,27812
Ford,Fiesta,1.4,Petrol,3184
Toyota,Yaris,1.2,Petrol,1461
Toyota,Yaris,1.4,Hybrid,4995
BMW,X3,2.4,Diesel,7168
Ford,Focus,2.0,Petrol,14381
Toyota,Prius,1.8,Hybrid,15616
BMW,M5,4.0,Petrol,82526
Porsche,718 Cayman,4.0,Petrol,12679
VW,Passat,1.6,Diesel,13611
Toyota,Yaris,1.4,Hybrid,15510
VW,Passat,1.4,Diesel,4098
Toyota,Prius,1.8,Hybrid,8557
Toyota,Yaris,1.2,Hybrid,1564
BMW,Z4,2.2,Petrol,4773
VW,Golf,1.4,Petrol,1299
VW,Passat,1.8,Diesel,21957
Ford,Focus,2.0,Diesel,3187
VW,Polo,1.4,Petrol,1232
Porsche,718 Cayman,4.0,Petrol,93659
VW,Passat,1.8,Diesel,25161
Ford,Fiesta,1.2,Petrol,10030
Toyota,Yaris,1.4,Petrol,17439
Ford,Mondeo,2.0,Hybrid,18858
Toyota,Prius,1.8,Hybrid,1875
VW,Golf,1.2,Diesel,8531
Ford,Fiesta,1.0,Petrol,4974
VW,Polo,2.0,Petrol,9757
Toyota,RAV4,1.8,Hybrid,562
VW,Golf,1.2,Diesel,3465
BMW,M5,4.0,Petrol,72537
Toyota,RAV4,2.4,Hybrid,5068
VW,Polo,1.0,Petrol,523
BMW,Z4,3.0,Petrol,12783
VW,Polo,1.4,Petrol,13905
Porsche,718 Cayman,2.0,Petrol,42486
VW,Passat,1.4,Diesel,2072
VW,Polo,1.6,Petrol,2036
VW,Passat,1.8,Petrol,4850
BMW,Z4,2.0,Petrol,4848
VW,Polo,1.2,Petrol,2253
Ford,Mondeo,1.6,Diesel,7126
Ford,Fiesta,1.2,Petrol,19276
Toyota,RAV4,2.0,Hybrid,19124
Toyota,Prius,1.0,Hybrid,2729
Ford,Focus,2.0,Hybrid,14655
VW,Passat,1.8,Diesel,13578
Toyota,RAV4,2.2,Hybrid,55273
Toyota,RAV4,2.4,Petrol,6416
VW,Passat,1.6,Diesel,3651
Toyota,RAV4,2.0,Petrol,35632
Ford,Focus,1.6,Diesel,24510
Ford,Focus,1.0,Petrol,7738
VW,Passat,2.0,Diesel,4866
BMW,M5,4.4,Petrol,28910
Porsche,Cayenne,3.0,Petrol,61019
VW,Passat,1.4,Diesel,1353
Toyota,RAV4,2.0,Hybrid,13452
Ford,Fiesta,1.4,Petrol,5347
Toyota,Prius,1.4,Hybrid,1297
Ford,Fiesta,1.4,Petrol,16906
Ford,Fiesta,1.4,Petrol,2844
Porsche,718 Cayman,2.0,Petrol,21730
Toyota,RAV4,1.8,Hybrid,8879
Toyota,RAV4,2.2,Hybrid,8997
BMW,X3,3.0,Diesel,35420
BMW,Z4,3.0,Petrol,5056
Toyota,RAV4,2.0,Hybrid,19120
VW,Passat,1.6,Diesel,2921
VW,Golf,1.2,Diesel,1848
VW,Polo,2.0,Petrol,1092
VW,Polo,1.6,Petrol,7245
Toyota,Yaris,1.0,Hybrid,2498
VW,Golf,2.0,Petrol,13381
Ford,Fiesta,1.0,Petrol,912
Toyota,Yaris,1.0,Hybrid,18956
BMW,X3,2.4,Diesel,492
VW,Golf,1.4,Petrol,3055
VW,Passat,1.4,Diesel,8682
Ford,Mondeo,1.8,Diesel,1910
VW,Polo,2.0,Petrol,7679
BMW,Z4,2.4,Petrol,5203
Toyota,Yaris,1.2,Petrol,3839
Ford,Focus,1.0,Petrol,5173
VW,Passat,1.8,Diesel,4196
VW,Passat,1.6,Diesel,8495
Toyota,Prius,1.4,Hybrid,43057
VW,Golf,1.2,Petrol,6690
VW,Passat,1.8,Diesel,1444
Toyota,Yaris,1.2,Petrol,8505
Toyota,RAV4,1.8,Hybrid,2194
Ford,Focus,1.0,Petrol,4855
Toyota,Yaris,1.4,Petrol,30572
VW,Golf,1.6,Diesel,751
Ford,Mondeo,2.0,Hybrid,9124
VW,Golf,1.8,Petrol,2644
Toyota,Prius,1.8,Hybrid,3117
Porsche,718 Cayman,2.4,Petrol,47032
Ford,Fiesta,1.2,Petrol,1018
Toyota,RAV4,2.4,Hybrid,6567
Ford,Fiesta,1.2,Hybrid,1745
Toyota,RAV4,2.2,Hybrid,37992
VW,Passat,1.4,Diesel,10007
VW,Polo,1.4,Petrol,6704
Ford,Mondeo,1.8,Hybrid,1571
BMW,M5,5.0,Petrol,40132
Toyota,Prius,1.8,Hybrid,13402
BMW,M5,4.0,Petrol,2691
BMW,Z4,2.2,Petrol,9078
VW,Golf,1.4,Petrol,3172
Toyota,Yaris,1.0,Petrol,4502
Toyota,Prius,1.4,Hybrid,14952
Toyota,Yaris,1.2,Petrol,6867
Toyota,Yaris,1.4,Hybrid,28089
Toyota,Yaris,1.0,Petrol,1366
VW,Passat,2.0,Petrol,4476
Ford,Mondeo,1.4,Diesel,5182
Toyota,Prius,1.0,Hybrid,2314
Toyota,Yaris,1.0,Petrol,18280
VW,Polo,2.0,Petrol,15078
Ford,Fiesta,1.4,Petrol,24393
Toyota,RAV4,2.0,Hybrid,3215
VW,Golf,1.4,Diesel,10609
VW,Golf,1.8,Petrol,5389
Toyota,RAV4,2.4,Hybrid,13864
Ford,Mondeo,2.0,Diesel,3410
VW,Polo,1.0,Petrol,23338
VW,Golf,1.4,Diesel,3357
VW,Golf,2.0,Petrol,1029
BMW,X3,2.0,Petrol,7467
BMW,M5,4.0,Petrol,32400
Ford,Fiesta,1.4,Petrol,1499
VW,Polo,1.0,Petrol,6246
BMW,X3,2.4,Diesel,17680
VW,Golf,1.2,Petrol,10985
VW,Golf,1.4,Diesel,25636
Toyota,Yaris,1.4,Hybrid,1949
VW,Polo,1.0,Petrol,5978
Ford,Fiesta,1.2,Petrol,1651
Toyota,RAV4,2.4,Hybrid,48097
VW,Golf,1.8,Diesel,37534
VW,Golf,1.4,Petrol,5253
Ford,Fiesta,1.2,Petrol,6953
Toyota,Yaris,1.4,Petrol,5860
Ford,Focus,1.0,Petrol,2363
Ford,Mondeo,1.6,Diesel,4670
VW,Golf,2.0,Petrol,3761
Ford,Focus,1.4,Petrol,30938
Ford,Focus,1.4,Petrol,15999
VW,Golf,1.4,Petrol,3739
BMW,Z4,2.4,Petrol,1147
VW,Polo,1.4,Petrol,4041
Ford,Mondeo,1.8,Diesel,5364
Toyota,RAV4,2.0,Hybrid,11242
Toyota,Yaris,1.0,Petrol,2312
VW,Polo,1.0,Petrol,13178
VW,Passat,1.8,Diesel,2890
VW,Passat,2.0,Diesel,25516
VW,Passat,1.4,Diesel,31786
VW,Passat,1.8,Diesel,11943
Porsche,911,3.0,Petrol,3296
Ford,Fiesta,1.2,Petrol,13184
Toyota,Prius,1.0,Hybrid,3409
Toyota,Prius,1.0,Hybrid,4830
Ford,Mondeo,1.8,Diesel,2031
VW,Passat,2.0,Diesel,18020
Ford,Focus,2.0,Petrol,18604
Toyota,RAV4,2.2,Hybrid,33075
Toyota,Yaris,1.0,Hybrid,9049
Ford,Focus,1.0,Petrol,18246
Toyota,RAV4,2.0,Hybrid,22129
Toyota,Prius,1.0,Hybrid,1152
Ford,Focus,1.6,Petrol,3411
Ford,Mondeo,1.4,Diesel,3943
Ford,Fiesta,1.2,Petrol,15775
VW,Passat,1.6,Diesel,41659
Ford,Fiesta,1.0,Hybrid,9945
VW,Passat,1.6,Diesel,3014
Ford,Mondeo,1.4,Petrol,6991
Ford,Focus,2.0,Petrol,1060
BMW,M5,4.0,Petrol,34446
VW,Polo,1.2,Petrol,1480
BMW,Z4,2.0,Petrol,29120
VW,Polo,1.6,Petrol,3156
VW,Polo,2.0,Petrol,1467
Toyota,RAV4,1.8,Hybrid,25281
Toyota,Prius,1.4,Hybrid,4495
VW,Polo,1.0,Petrol,10584
Toyota,Yaris,1.4,Hybrid,3264
VW,Passat,1.4,Diesel,29384
Toyota,Yaris,1.2,Hybrid,1772
Ford,Fiesta,1.0,Hybrid,3163
Ford,Focus,1.8,Petrol,10333
Ford,Focus,1.6,Petrol,15183
VW,Polo,1.2,Petrol,2215
VW,Passat,1.8,Diesel,1218
VW,Polo,2.0,Petrol,14454
Toyota,RAV4,2.0,Hybrid,2918
Toyota,Prius,1.0,Hybrid,8368
VW,Golf,1.2,Petrol,8902
Toyota,Yaris,1.2,Petrol,1849
Ford,Fiesta,1.0,Petrol,16987
Toyota,Prius,1.8,Hybrid,27175
Toyota,Prius,1.0,Hybrid,46643
Toyota,Yaris,1.2,Petrol,771
BMW,M5,4.4,Petrol,46805
VW,Golf,1.6,Hybrid,18234
VW,Passat,1.4,Petrol,6437
BMW,X3,2.0,Diesel,5026
Ford,Mondeo,1.4,Diesel,14313
Ford,Mondeo,2.0,Diesel,34700
Ford,Focus,1.0,Petrol,572
Toyota,Yaris,1.4,Petrol,1359
Toyota,Yaris,1.2,Hybrid,17146
Ford,Focus,1.8,Petrol,15906
Toyota,Prius,1.4,Hybrid,2144
Ford,Mondeo,1.4,Diesel,7765
Ford,Focus,1.6,Petrol,37119
Toyota,Prius,1.4,Hybrid,2870
Ford,Focus,1.6,Diesel,4758
Ford,Mondeo,1.6,Diesel,5084
VW,Polo,1.6,Petrol,2582
BMW,M5,4.4,Petrol,21050
Toyota,Yaris,1.0,Petrol,7325
VW,Polo,1.0,Petrol,772
Ford,Fiesta,1.4,Petrol,15209
Ford,Fiesta,1.0,Petrol,10340
Toyota,RAV4,2.0,Petrol,4455
Ford,Focus,1.0,Petrol,7645
Ford,Mondeo,1.8,Diesel,40494
Ford,Focus,1.8,Petrol,5155
Toyota,RAV4,1.8,Hybrid,55225
Ford,Mondeo,1.8,Diesel,26904
VW,Golf,1.6,Petrol,9345
Porsche,Cayenne,4.0,Diesel,38226
Toyota,RAV4,2.4,Hybrid,41659
Ford,Fiesta,1.2,Petrol,15898
Toyota,Prius,1.4,Hybrid,34735
BMW,Z4,2.2,Petrol,8983
Ford,Fiesta,1.0,Petrol,4161
Porsche,718 Cayman,2.4,Petrol,59327
Ford,Focus,1.4,Diesel,12908
Toyota,Yaris,1.4,Petrol,1238
Porsche,718 Cayman,2.4,Petrol,3107
VW,Polo,2.0,Petrol,7626
VW,Golf,1.4,Petrol,25838
Toyota,Prius,1.0,Hybrid,15565
VW,Polo,1.6,Petrol,21806
Ford,Focus,1.8,Petrol,4451
VW,Golf,2.0,Diesel,3755
Toyota,RAV4,2.4,Hybrid,4695
VW,Passat,1.8,Diesel,11073
Ford,Mondeo,1.8,Diesel,24365
BMW,M5,4.0,Petrol,15234
Toyota,Yaris,1.0,Petrol,6137
Toyota,Yaris,1.2,Hybrid,15294
VW,Golf,1.6,Petrol,475
Toyota,Prius,1.8,Hybrid,7366
Toyota,Prius,1.8,Hybrid,28149
Toyota,Yaris,1.0,Petrol,3007
Ford,Mondeo,1.4,Hybrid,11637
Ford,Focus,1.4,Petrol,1877
Toyota,RAV4,1.8,Hybrid,8463
Ford,Fiesta,1.4,Petrol,6630
BMW,X3,3.0,Diesel,8905
Ford,Mondeo,2.0,Diesel,31416
VW,Passat,2.0,Diesel,34734
Toyota,Prius,1.4,Hybrid,4941
BMW,X3,2.4,Diesel,6613
Ford,Fiesta,1.4,Petrol,1193
VW,Passat,1.8,Diesel,1188
Toyota,Yaris,1.4,Hybrid,1269
Porsche,911,2.6,Petrol,67692
VW,Golf,1.4,Diesel,2309
Toyota,Yaris,1.4,Hybrid,1096
BMW,X3,2.0,Diesel,2464
VW,Polo,1.4,Petrol,25146
VW,Golf,1.8,Petrol,5908
Porsche,718 Cayman,2.4,Petrol,2102
Toyota,RAV4,1.8,Hybrid,14282
Porsche,Cayenne,2.6,Petrol,5921
VW,Passat,1.6,Diesel,40450
Toyota,Yaris,1.2,Petrol,28615
VW,Polo,1.0,Petrol,7293
VW,Polo,1.2,Diesel,20740
VW,Polo,1.2,Petrol,566
Porsche,911,3.0,Petrol,9413
BMW,Z4,2.2,Petrol,18079
Ford,Fiesta,1.2,Petrol,1826
VW,Polo,2.0,Petrol,5991
Ford,Mondeo,2.0,Diesel,19234
VW,Passat,1.4,Diesel,2398
Ford,Fiesta,1.2,Petrol,7837
VW,Passat,1.6,Diesel,3777
VW,Golf,1.4,Diesel,9744
Ford,Fiesta,1.4,Petrol,8097
BMW,Z4,2.0,Petrol,5610
Toyota,RAV4,2.0,Hybrid,7686
VW,Golf,1.4,Petrol,1729
VW,Passat,1.6,Diesel,14863
VW,Passat,1.4,Diesel,9207
Toyota,Yaris,1.0,Hybrid,5738
Toyota,RAV4,1.8,Hybrid,67504
Ford,Mondeo,2.0,Diesel,12736
Ford,Focus,2.0,Petrol,6418
Toyota,RAV4,2.4,Hybrid,1176
Toyota,RAV4,2.4,Petrol,42186
Porsche,718 Cayman,4.0,Petrol,4202
Toyota,RAV4,2.4,Hybrid,11172
Toyota,Yaris,1.2,Petrol,2304
Toyota,Yaris,1.4,Hybrid,1205
Ford,Mondeo,1.8,Diesel,14844
Ford,Focus,2.0,Diesel,1829
Porsche,718 Cayman,2.4,Petrol,3111
Ford,Fiesta,1.4,Petrol,4871
BMW,Z4,2.2,Petrol,12816
Toyota,Yaris,1.0,Hybrid,10458
VW,Passat,1.4,Diesel,10446
Ford,Fiesta,1.4,Petrol,3039
Toyota,RAV4,2.0,Hybrid,14887
VW,Passat,1.8,Diesel,2342
Toyota,Yaris,1.2,Hybrid,10075
Toyota,RAV4,2.2,Hybrid,9769
VW,Polo,1.0,Petrol,6999
Ford,Fiesta,1.4,Petrol,8683
Ford,Fiesta,1.2,Petrol,979
Toyota,Prius,1.8,Hybrid,4753
Ford,Fiesta,1.4,Hybrid,733
Toyota,Yaris,1.0,Petrol,9438
Toyota,Prius,1.8,Hybrid,30950
BMW,X3,2.0,Diesel,3848
Ford,Fiesta,1.0,Petrol,396
VW,Passat,1.6,Diesel,43207
VW,Polo,1.6,Petrol,13508
VW,Golf,1.6,Diesel,12812
VW,Passat,1.8,Diesel,14294
VW,Passat,2.0,Diesel,9528
Toyota,RAV4,2.2,Hybrid,81253
Toyota,Prius,1.8,Hybrid,1007
Porsche,911,3.0,Petrol,124322
Ford,Mondeo,2.0,Diesel,42576
Toyota,Yaris,1.4,Hybrid,2908
Toyota,Prius,1.0,Hybrid,3790
VW,Polo,1.0,Petrol,9122
Ford,Mondeo,2.0,Diesel,21044
BMW,M5,4.4,Petrol,45029
VW,Golf,1.6,Diesel,9031
Toyota,Prius,1.8,Hybrid,2809
Ford,Fiesta,1.4,Petrol,2947
Toyota,Yaris,1.2,Hybrid,2433
BMW,M5,4.4,Petrol,131058
Ford,Mondeo,1.4,Diesel,22959
Ford,Focus,1.6,Petrol,4543
Ford,Fiesta,1.2,Petrol,1868
VW,Golf,1.6,Petrol,4589
Toyota,Yaris,1.4,Hybrid,3223
Toyota,Yaris,1.0,Petrol,720
Ford,Fiesta,1.2,Petrol,843
VW,Passat,1.6,Diesel,3454
Porsche,718 Cayman,2.0,Petrol,11942
Ford,Focus,2.0,Petrol,5759
Ford,Mondeo,1.4,Diesel,12152
VW,Polo,2.0,Petrol,2661
Toyota,Yaris,1.4,Petrol,11902
Ford,Mondeo,1.6,Petrol,4205
Ford,Mondeo,1.8,Diesel,34029
Ford,Fiesta,1.0,Petrol,4330
Toyota,Prius,1.4,Hybrid,30900
VW,Passat,1.6,Diesel,27804
Ford,Mondeo,1.4,Diesel,6784
VW,Polo,1.0,Petrol,2171
Toyota,Prius,1.0,Hybrid,7547
VW,Passat,1.8,Diesel,19538
Ford,Mondeo,1.8,Diesel,23998
Toyota,RAV4,2.2,Hybrid,41682
VW,Golf,2.0,Diesel,26692
Toyota,Yaris,1.2,Hybrid,21171
Ford,Fiesta,1.0,Petrol,483
Toyota,Prius,1.4,Hybrid,2967
Toyota,Yaris,1.4,Petrol,2543
Toyota,RAV4,2.2,Petrol,10707
Toyota,Yaris,1.0,Petrol,5249
VW,Passat,1.4,Diesel,34479
Toyota,RAV4,2.4,Hybrid,26774
BMW,Z4,2.4,Petrol,1881
BMW,X3,2.4,Diesel,27615
VW,Polo,1.6,Petrol,8271
Porsche,718 Cayman,2.4,Petrol,52806
Porsche,718 Cayman,2.0,Petrol,4090
VW,Golf,1.4,Petrol,6339
VW,Passat,1.8,Diesel,32216
Toyota,RAV4,2.0,Hybrid,28677
VW,Golf,1.6,Hybrid,25026
Ford,Focus,1.0,Diesel,2860
Ford,Mondeo,1.4,Diesel,5907
Ford,Mondeo,2.0,Diesel,1091
Toyota,Prius,1.4,Hybrid,51382
VW,Golf,1.4,Petrol,14439
Ford,Mondeo,2.0,Diesel,36266
BMW,X3,2.4,Diesel,3148
BMW,X3,2.0,Diesel,1447
Ford,Focus,2.0,Diesel,1537
Toyota,RAV4,1.8,Petrol,49963
BMW,X3,2.4,Diesel,8950
Ford,Focus,1.8,Petrol,4089
VW,Golf,2.0,Diesel,18484
Toyota,Yaris,1.0,Petrol,5087
Toyota,RAV4,2.0,Hybrid,1667
VW,Polo,2.0,Petrol,22163
Toyota,Prius,1.4,Hybrid,1810
Toyota,RAV4,2.4,Hybrid,28700
Toyota,Prius,1.0,Hybrid,12702
Toyota,Prius,1.8,Hybrid,3482
Ford,Mondeo,2.0,Diesel,20059
Toyota,Prius,1.0,Hybrid,26424
Toyota,Yaris,1.2,Hybrid,9566
BMW,M5,4.4,Petrol,27790
Toyota,Prius,1.8,Hybrid,13072
Toyota,RAV4,1.8,Hybrid,2763
Toyota,RAV4,2.2,Hybrid,59320
BMW,Z4,2.4,Petrol,25377
BMW,M5,4.4,Petrol,5607
Toyota,Yaris,1.2,Hybrid,4386
VW,Polo,2.0,Petrol,2804
Porsche,Cayenne,3.5,Petrol,42140
VW,Polo,1.4,Petrol,1279
Toyota,Prius,1.4,Hybrid,5031
BMW,Z4,2.4,Petrol,24273
VW,Passat,1.4,Diesel,1034
BMW,X3,3.0,Diesel,2665
VW,Passat,1.4,Diesel,5327
Toyota,Yaris,1.2,Hybrid,2332
Ford,Fiesta,1.2,Petrol,709
Toyota,Prius,1.4,Hybrid,37071
Porsche,Cayenne,4.0,Petrol,29949
Toyota,Prius,1.4,Hybrid,39194
Toyota,RAV4,2.0,Hybrid,6789
BMW,M5,4.4,Petrol,2797
Toyota,Yaris,1.4,Hybrid,21892
Toyota,RAV4,1.8,Hybrid,2546
Ford,Fiesta,1.4,Petrol,1244
VW,Polo,1.4,Petrol,2816
VW,Passat,1.8,Diesel,9394
Ford,Mondeo,2.0,Diesel,16703
VW,Passat,1.8,Diesel,1823
Ford,Mondeo,2.0,Diesel,28061
BMW,Z4,2.2,Petrol,16062
BMW,X3,2.0,Petrol,7663
BMW,X3,3.0,Petrol,12999
VW,Golf,2.0,Petrol,8034
VW,Golf,1.6,Petrol,19257
VW,Passat,2.0,Petrol,1587
VW,Golf,1.2,Diesel,14649
BMW,Z4,2.2,Petrol,18189
Toyota,Yaris,1.2,Petrol,1750
Ford,Fiesta,1.2,Petrol,1573
Ford,Fiesta,1.2,Petrol,6992
Ford,Mondeo,2.0,Petrol,1123
VW,Passat,1.8,Diesel,282
Toyota,Prius,1.4,Hybrid,11084
Ford,Focus,1.0,Diesel,6863
Ford,Fiesta,1.2,Diesel,2761
VW,Passat,2.0,Diesel,13360
Ford,Focus,1.4,Petrol,2857
Toyota,Prius,1.4,Hybrid,2565
VW,Passat,1.8,Diesel,2083
BMW,M5,4.4,Petrol,28142
BMW,Z4,2.0,Petrol,5270
VW,Polo,1.0,Petrol,2302
Ford,Mondeo,2.0,Petrol,5410
BMW,X3,3.0,Petrol,3605
Toyota,Prius,1.8,Hybrid,6280
VW,Golf,1.4,Hybrid,29712
VW,Polo,1.0,Petrol,559
VW,Golf,1.6,Hybrid,1910
Ford,Mondeo,2.0,Diesel,10956
Toyota,Yaris,1.0,Hybrid,799
VW,Passat,2.0,Petrol,10415
Ford,Fiesta,1.4,Petrol,3366
Ford,Mondeo,1.4,Diesel,1573
Ford,Fiesta,1.4,Petrol,2275
Toyota,Yaris,1.4,Hybrid,8793
VW,Passat,1.8,Diesel,2851
Ford,Mondeo,1.4,Petrol,16166
Ford,Focus,1.8,Petrol,10843
Toyota,RAV4,1.8,Hybrid,30753
Toyota,RAV4,2.4,Hybrid,37594
Ford,Mondeo,1.6,Diesel,16239
Toyota,Yaris,1.4,Petrol,15785
Toyota,Prius,1.8,Hybrid,42416
BMW,X3,2.4,Diesel,18769
Ford,Fiesta,1.0,Hybrid,3822
Toyota,RAV4,1.8,Hybrid,37004
Porsche,911,3.0,Petrol,65620
Toyota,Yaris,1.0,Petrol,6570
VW,Passat,1.4,Diesel,12293
Porsche,Cayenne,3.0,Diesel,28369
Ford,Mondeo,2.0,Diesel,10292
Ford,Focus,2.0,Diesel,55567
Porsche,Cayenne,2.6,Diesel,42883
VW,Passat,1.8,Diesel,35201
Ford,Focus,2.0,Petrol,11254
Ford,Focus,1.8,Petrol,1901
Ford,Fiesta,1.4,Petrol,1031
Porsche,911,2.6,Petrol,69984
BMW,Z4,2.4,Petrol,19733
VW,Golf,1.4,Petrol,29513
Ford,Mondeo,1.4,Diesel,1842
Toyota,Yaris,1.0,Petrol,3787
VW,Passat,1.8,Diesel,6692
BMW,Z4,2.2,Petrol,19846
Ford,Mondeo,1.8,Petrol,3635
VW,Polo,1.6,Petrol,5684
Ford,Focus,2.0,Petrol,16227
Ford,Mondeo,1.6,Diesel,22495
Ford,Mondeo,2.0,Diesel,2040
Ford,Focus,1.4,Diesel,12208
Ford,Fiesta,1.4,Petrol,12500
Ford,Mondeo,2.0,Diesel,3071
BMW,M5,4.4,Petrol,26747
Toyota,RAV4,1.8,Hybrid,8995
VW,Polo,1.2,Petrol,935
Ford,Focus,2.0,Petrol,11587
Ford,Fiesta,1.2,Hybrid,28231
Toyota,RAV4,1.8,Hybrid,14522
Ford,Focus,1.8,Petrol,29756
VW,Polo,1.0,Petrol,9012
Toyota,RAV4,2.2,Hybrid,46392
Ford,Focus,1.0,Petrol,2127
VW,Passat,1.4,Diesel,30816
Toyota,RAV4,2.2,Hybrid,29823
Toyota,Yaris,1.0,Petrol,18833
Ford,Fiesta,1.0,Petrol,8939
Ford,Mondeo,1.8,Diesel,3018
Ford,Mondeo,1.4,Diesel,8861
VW,Polo,1.0,Petrol,2712
VW,Golf,1.4,Petrol,14641
Toyota,Yaris,1.4,Hybrid,3444
VW,Golf,2.0,Petrol,3568
BMW,Z4,2.0,Petrol,32605
Ford,Fiesta,1.4,Diesel,11276
Ford,Focus,1.0,Diesel,1684
Ford,Focus,2.0,Hybrid,6135
Toyota,Yaris,1.2,Petrol,3666
VW,Polo,2.0,Petrol,7621
Ford,Mondeo,1.6,Diesel,2074
BMW,X3,2.4,Diesel,5027
BMW,X3,2.4,Petrol,29659
VW,Golf,1.6,Diesel,7394
Toyota,RAV4,1.8,Hybrid,10763
Toyota,RAV4,2.4,Hybrid,36052
BMW,X3,3.0,Diesel,8318
Toyota,RAV4,1.8,Petrol,37605
Toyota,RAV4,2.4,Hybrid,21624
Ford,Mondeo,2.0,Diesel,35349
Ford,Mondeo,2.0,Diesel,22365
VW,Polo,1.0,Petrol,1109
Ford,Focus,1.8,Petrol,29252
VW,Golf,1.2,Petrol,1364
Porsche,718 Cayman,2.4,Petrol,19662
Toyota,Prius,1.0,Hybrid,20489
Toyota,Prius,1.0,Hybrid,16166
Toyota,RAV4,1.8,Petrol,22313
Toyota,RAV4,2.0,Hybrid,43453
VW,Passat,1.6,Diesel,1645
VW,Passat,1.6,Petrol,30864
Porsche,911,2.2,Petrol,8523
VW,Golf,1.2,Petrol,781
Toyota,RAV4,1.8,Hybrid,9017
Ford,Focus,1.4,Petrol,1203
Ford,Mondeo,1.6,Diesel,3621
